ListingID,S,SubType,St#,StreetName,City,MLSArea,SLC,Price,PricePerSquareFoot,BrBa,Sqft,YrBuilt,AcLSqft,DOMCDOM,ViewYN,PoolPrivateYN,BAC,ContractStatusChangeDate,MLS
SC1070584,P,SFR/A,5437,Via Viento   ,ATSC,ATSC,,"$439,000 ",$324.94 ,"3/2,0,0,0",1351/A,2004,"0.1958/8,529",55/55,Y,,2.5,10/28/16,CCR
SP1071724,P,SFR/A,5424,Via Ranchitos   ,ATSC,ATSC,,"$449,900 ",$325.31 ,"3/2,0,0,0",1383/A,2004,"0.1921/8,368",14/14,Y,,2.5,10/15/16,CCR
AT1057220,P,SFR/D,5275,El Verano RD  ,ATSC,ATSC,,"$525,000 ",$203.02 ,"3/1,1,1,0",2586/S,1924,"0.551/24,002",467/467,Y,Y,2.5,11/3/16,CCR
SP1071529,P,SFR/D,6115,Via Huerto CT  ,ATSC,ATSC,,"$549,900 ",$239.61 ,"4/2,0,0,0",2295/A,2006,"0.1894/8,250",46/46,Y,,2.5,11/19/16,CCR
SC1071702,P,SFR/D,7710,Valle AV  ,ATSC,ATSC,,"$560,000 ",$315.32 ,"3/2,0,0,0",1776/A,2002,"0.49/21,344",26/26,Y,,2.5,10/26/16,CCR
PR1069890,P,SFR/D,10260,San Marcos RD  ,ATSC,ATSC,,"$600,000 ",$255.32 ,"3/2,1,0,0",2350/SEE,1986,"2.8473/124,028",104/104,Y,,2.5,11/17/16,CCR
PR1068408,P,SFR/A,14175,Morro RD  ,ATSC,ATSC,,"$625,000 ",$397.08 ,"3/2,0,0,0",1574/A,1955,"11.77/512,701",138/138,Y,,2.5,11/8/16,CCR
PI1071021,P,SFR/D,11345,Atascadero AV  ,ATSC,ATSC,,"$699,900 ",$181.93 ,"4/4,0,0,0",3847/A,1985,"3.04/132,422",62/62,Y,,3,11/10/16,CCR
PR1064565,P,SFR/D,9500,Balboa RD  ,ATSC,ATSC,,"$700,000 ",$247.61 ,"4/2,1,0,0",2827/A,1997,"2.94/128,066",204/204,Y,Y,2.5,10/10/16,CCR
PR1071178,P,SFR/D,9414,Santa Clara RD  ,ATSC,ATSC,,"$710,000 ",$257.81 ,"4/2,0,1,0",2754/A,2006,"2.05/89,298",46/46,Y,,2.5,10/30/16,CCR
PR1065864,P,SFR/A,3380,Templeton RD  ,ATSC,ATSC,,"$749,000 ",$356.67 ,"3/1,1,1,0",2100/S,1979,"9.8/426,875",140/140,Y,,2.5,9/9/16,CCR
SP1069757,P,SFR/D,3074,Cielo Grande CT  ,ATSC,ATSC,,"$775,000 ",$248.40 ,"5/3,0,1,0",3120/A,2001,"0.97/42,253",57/57,Y,Y,2.5,10/16/16,CCR
PR1071566,P,SFR/D,14870,El Camino Real   ,ATSC,ATSC,,"$785,000 ",$338.51 ,"3/2,0,0,0",2319/A,1989,"1.5/65,340",43/43,Y,,2.5,11/12/16,CCR
PR1064423,P,SFR/D,9225,Rocky Canyon RD  ,ATSC,ATSC,,"$899,000 ",$474.16 ,"3/1,1,0,0",1896,1972,"13.75/598,950",192/192,Y,,2.5,9/18/16,CCR
PR1070898,P,SFR/D,5950,Rocky Canyon RD  ,ATSC,ATSC,,"$2,995,000 ",$789.40 ,"4/2,2,0,0",3794/AP,1948,"59.7/2,600,532",36/36,Y,Y,2.5,10/12/16,CCR
PI1070713,P,SFR/D,192,Country Club DR  ,AVIL,AVIL,,"$850,000 ",$428.43 ,"3/2,0,0,0",1984/SEE,2010,"0.1837/8,000",38/38,Y,,2.5,10/4/16,CCR
SP1058988,P,SFR/A,149,San Antonia ST  ,AVIL,AVIL,,"$1,999,000 ","$1,073.58 ","3/1,1,1,0",1862/B,0,"0.0459/2,000",227/227,Y,,2,10/28/16,CCR
SC1069403,P,SFR/A,2605,Ironwood AV  ,MRBY,MRBY,,"$379,000 ",$526.39 ,"2/1,0,0,0",720/A,1956,"0.0918/3,999",112/112,Y,,2.5,11/10/16,CCR
SC1067475,P,SFR/A,2939 N,Hemlock AV  ,MRBY,MRBY,,"$399,000 ",$712.50 ,"1/1,0,0,0",560/A,1963,"0.0378/1,647",170/170,Y,,3,11/16/16,CCR
SC1071437,P,SFR/A,3201,Tide AV  ,MRBY,MRBY,,"$430,000 ",$503.51 ,"2/1,0,0,1",854/A,1968,"0.0551/2,400",16/16,Y,,2.5,10/8/16,CCR
SC1065800,P,SFR/A,949,Pacific ST  ,MRBY,MRBY,,"$479,000 ",$623.70 ,"2/1,0,0,0",768/A,1953,"0.1148/5,001",130/130,Y,,2.5,10/22/16,CCR
SC1070682,P,SFR/D,411,Tahiti   ,MRBY,MRBY,,"$495,000 ",$453.30 ,"3/2,0,0,0",1092/A,1995,"0.05/2,161",5-May,Y,,3,9/6/16,CCR
SC1071083,P,SFR/D,1055,Las Tunas   ,MRBY,MRBY,,"$498,500 ",$335.69 ,"3/2,0,0,0",1485/A,1958,"0.0947/4,125",37/37,N,,2.5,10/7/16,CCR
PI1071241,P,SFR/D,454,Yerba Buena ST  ,MRBY,MRBY,,"$569,000 ",$604.03 ,"2/2,0,0,0",942/A,1953,"0.0496/2,161",34/34,Y,,2.5,10/19/16,CCR
SC1072557,P,SFR/A,560,Madera AV  ,MRBY,MRBY,,"$575,000 ",$397.65 ,"3/1,1,0,0",1446/A,1960,"0.1148/5,001",22/22,Y,,2.5,11/18/16,CCR
SC1070845,P,SFR/D,495,Driftwood   ,MRBY,MRBY,PRO,"$595,000 ",$661.11 ,"2/1,1,0,0",900,1952,"0.1967/8,568",66/66,Y,,2.5,11/7/16,CCR
SC1070557,P,SFR/A,500,Napa AV  ,MRBY,MRBY,,"$599,000 ",$693.29 ,"2/1,0,0,0",864/A,1951,"0.1611/7,018",47/47,Y,,2.5,10/10/16,CCR
SC1071744,P,SFR/D,3121,Sandalwood AV  ,MRBY,MRBY,,"$599,000 ",$536.74 ,"2/2,0,0,0",1116/A,0,"0.1556/6,778",9-Sep,Y,,2.5,10/13/16,CCR
SC1064266,P,SFR/A,1875,Ironwood AV  ,MRBY,MRBY,,"$659,000 ",$367.13 ,"2/3,0,1,0",1795/S,0,"0.048/2,104",11-Nov,Y,,2500.000*,3/15/16,CCR
SC1071332,P,SFR/A,2768,Alder AV  ,MRBY,MRBY,,"$695,000 ",$453.95 ,"3/2,0,1,0",1531/A,2013,"0.0551/2,400",24/24,Y,,2,10/14/16,CCR
SC1072185,P,SFR/D,567,Bernardo AV  ,MRBY,MRBY,,"$795,000 ",$376.42 ,"3/3,0,1,0",2112/A,1995,"0.132/5,750",7-Jul,Y,,3,10/26/16,CCR
PI1065122,P,SFR/D,2730,Ironwood AV  ,MRBY,MRBY,,"$835,900 ",$354.95 ,"3/2,0,1,0",2355/A,1999,"0.138/5,998",151/151,Y,,2.5,8/27/16,CCR
SP1068267,P,SFR/A,2625,Nutmeg AV  ,MRBY,MRBY,,"$875,000 ",$369.51 ,"3/3,0,0,0",2368/A,1986,"0.0918/3,999",124/124,Y,,3,10/29/16,CCR
PI1068334,P,SFR/D,2605,Nutmeg AV  ,MRBY,MRBY,,"$895,000 ",$433.62 ,"3/3,0,0,0",2064/A,1986,"0.132/5,750",67/67,Y,,2.5,8/29/16,CCR
SC1070310,P,SFR/D,371,Piney WY  ,MRBY,MRBY,,"$1,095,000 ",$438.00 ,"3/2,0,1,0",2500/S,2016,"0.14/6,077",71/273,Y,,2.5,10/28/16,CCR
SC1065886,P,SFR/A,340,Olive ST  ,MRBY,MRBY,,"$1,099,000 ",$818.93 ,"3/1,1,0,0",1342/A,1928,"0.1894/8,250",170/170,Y,,2.5,10/5/16,CCR
SC1067994,P,SFR/D,270,Piney LN  ,MRBY,MRBY,,"$1,175,000 ",$356.06 ,"4/4,0,1,0",3300/S,2016,"0.1554/6,769",136/136,Y,,2,10/28/16,CCR
SC1071552,P,SFR/D,175,Kern AV  ,MRBY,MRBY,,"$1,350,000 ",$566.99 ,"3/2,0,0,0",2381/A,1958,"0.3053/13,299",11-Nov,Y,,2.5,10/7/16,CCR
SC1068948,P,SFR/D,1149,West ST  ,MRBY,MRBY,,"$1,650,000 ",$588.24 ,"3/2,0,1,0",2805/B,0,"6774/295,075,440",1-Jan,Y,,2.5,7/12/16,CCR
PI1072041,P,SFR/A,780,Panorama DR  ,PSMO,PSMO,,"$499,900 ",$412.46 ,"2/2,0,0,0",1212/A,1985,"0.0799/3,480",32/32,Y,,2.25,11/14/16,CCR
PI1067461,P,SFR/D,450,Ocean View AV  ,PSMO,PSMO,,"$574,900 ",$321.89 ,"3/3,0,0,0",1786/A,2007,"0.057/2,500",98/98,Y,,2.5,6/6/16,CCR
PI1069034,P,SFR/D,371,Stimson   ,PSMO,PSMO,,"$579,000 ",$454.12 ,"2/1,0,1,0",1275/S,1950,"0.0608/2,650",86/86,Y,,2.5,10/7/16,CCR
PI1069071,P,SFR/D,133,Village CR  ,PSMO,PSMO,,"$625,000 ",$373.80 ,"4/2,0,1,0",1672/B,2015,"0.0752/3,276",121/121,Y,,2.25,11/12/16,CCR
PI1071810,P,SFR/D,200,Surf   ,PSMO,PSMO,,"$699,000 ",$446.65 ,"3/2,0,0,0",1565/A,1984,"0.1561/6,800",45/45,Y,,2,11/20/16,CCR
PI1072621,P,SFR/D,129,Palisade AV  ,PSMO,PSMO,,"$719,900 ",$642.77 ,"3/1,1,0,0",1120/S,1959,"0.0922/4,016",7-Jul,Y,,2.5,11/10/16,CCR
SC1071533,P,SFR/A,170,Boeker AV  ,PSMO,PSMO,,"$735,000 ",$469.95 ,"3/2,0,1,0",1564/A,1988,"0.0379/1,651",51/51,Y,,3,11/18/16,CCR
PI1072518,P,SFR/D,878,Dugan DR  ,PSMO,PSMO,,"$779,000 ",$299.96 ,"4/2,1,0,0",2597/A,1988,"0.1768/7,701",16/16,Y,,2,11/14/16,CCR
PI1069728,P,SFR/D,940,Wadsworth AV  ,PSMO,PSMO,,"$799,000 ",$397.12 ,"3/2,0,0,0",2012/A,1969,"0.1176/5,123",106/106,Y,,2.5,11/15/16,CCR
PI1070990,P,SFR/D,94,Coral CR  ,PSMO,PSMO,,"$1,049,000 ",$392.59 ,"3/3,0,1,0",2672/A,1999,"0.1542/6,717",31/31,Y,,2,10/9/16,CCR
SP1068827,P,SFR/D,351,Wilmar AV  ,PSMO,PSMO,,"$1,050,000 ",$550.89 ,"2/2,0,0,0",1906/A,1955,"0.0947/4,125",94/94,Y,,2.5,10/16/16,CCR
PI1067618,P,SFR/D,1505,Costa Del Sol   ,PSMO,PSMO,,"$1,067,000 ",$511.51 ,"3/3,0,0,0",2086/SEE,2016,"0.13/5,647",12-Dec,Y,,15000.000*,6/16/16,CCR
SP1072251,P,SFR/A,217,Cima De Colina   ,PSMO,PSMO,,"$1,150,000 ",$459.63 ,"3/2,0,1,0",2502/A,2013,"0.164/7,144",3-Mar,Y,,2.5,10/23/16,CCR
SP1068211,P,SFR/A,1981,Costa Brava   ,PSMO,PSMO,,"$1,275,000 ",$381.05 ,"4/3,0,1,0",3346/A,1997,"0.15/6,534",118/118,Y,,2.25,10/19/16,CCR
PI1072223,P,SFR/D,126,Florin   ,PSMO,PSMO,,"$1,425,000 ",$695.12 ,"3/1,1,0,0",2050/A,1993,"0.1835/7,993",3-Mar,Y,,2,10/22/16,CCR
PI1070180,P,SFR/D,325,Palisade AV  ,PSMO,PSMO,,"$1,875,000 ",$976.05 ,"3/3,0,0,0",1921/A,1992,"0.0582/2,535",71/71,Y,,2.5,10/24/16,CCR
PI1071834,P,SFR/D,154 N,Silver Shoals   ,PSMO,PSMO,FOR,"$2,500,000 ",$995.22 ,"3/1,2,0,0",2512/A,1991,"0.178/7,754",26/26,Y,,2,10/31/16,CCR
IV16735449,P,SFR/D,2388,Sandpiper LN  ,PSOR,PSOR,"REO,AUC","$243,800 ",$203.17 ,"3/2,0,0,0",1200/A,1981/ASR,"0.1/4,356",8-Aug,Y,N,3,11/5/16,CRMLSM
SP1069452,P,SFR/D,1486,Gulf   ,SLO,SLO,,"$555,000 ",$400.72 ,"4/2,0,0,0",1385/A,1963,"0.124/5,401",105/105,Y,,2.5,11/16/16,CCR
SP1072945,P,SFR/D,3098,Rockview PL  ,SLO,SLO,,"$575,000 ",$440.61 ,"2/1,1,1,0",1305/SEE,0,"0.0827/3,602",97/97,Y,,2,10/6/16,CCR
SP1072948,P,SFR/D,3070,Rockview PL  ,SLO,SLO,,"$577,500 ",$416.97 ,"2/1,1,1,0",1385/SEE,0,"0.0906/3,945",109/109,Y,,2,10/18/16,CCR
SP1068629,P,SFR/D,3082,Rockview PL  ,SLO,SLO,,"$587,500 ",$424.19 ,"2/1,1,1,0",1385/SEE,0,"0.0789/3,438",107/107,Y,,2,10/16/16,CCR
SP1072112,P,SFR/D,1385,Diablo DR  ,SLO,SLO,,"$590,000 ",$389.95 ,"3/2,0,0,0",1513/SEE,1983,"0.1559/6,790",18/18,Y,,3,11/1/16,CCR
SC1072633,P,SFR/D,134,Ramona DR  ,SLO,SLO,,"$624,900 ",$600.87 ,"3/1,0,0,0",1040/A,1953,"0.1446/6,299",6-Jun,Y,,2.5,11/9/16,CCR
SP1066683,P,SFR/D,1195,Oceanaire DR  ,SLO,SLO,,"$645,000 ",$364.41 ,"3/2,0,0,0",1770/A,1977,"0.1607/7,000",128/128,Y,,2.5,9/16/16,CCR
SP1072175,P,SFR/D,229,Branch   ,SLO,SLO,,"$649,000 ",$530.66 ,"3/2,0,0,0",1223/A,1925,"0.0939/4,090",9-Sep,Y,,2.25,10/27/16,CCR
PI1072917,P,SFR/D,464,Corrida DR  ,SLO,SLO,,"$649,000 ",$389.79 ,"3/2,1,0,0",1665,1979,"0.1617/7,044",3-Mar,N,,2.5,11/17/16,CCR
SP1072184,P,SFR/D,1383,Fairway DR  ,SLO,SLO,,"$687,000 ",$414.60 ,"4/2,0,0,0",1657/A,1970,"0.163/7,100",8-Aug,Y,,2.5,10/28/16,CCR
SP1070621,P,SFR/A,3978,Sunrose   ,SLO,SLO,,"$699,000 ",$390.28 ,"3/2,0,0,0",1791/A,1990,"0.1/4,356",83/83,Y,,2.5,11/21/16,CCR
SP1072120,P,SFR/D,1130,Woodside DR  ,SLO,SLO,,"$709,000 ",$320.67 ,"3/3,0,0,0",2211/A,1961,"0.2181/9,500",8-Aug,Y,,2.5,10/25/16,CCR
PI1067841,P,SFR/D,3190,Violet ST   #15104,SLO,SLO,,"$713,346 ",$343.12 ,"4/3,0,0,0",2079/S,0,"0.176/7,657",3-Mar,Y,,14266.000*,6/10/16,CCR
PI1071207,P,SFR/D,371,Junipero WY  ,SLO,SLO,,"$715,000 ",$363.87 ,"3/3,0,0,0",1965/S,2014,"0.1148/5,001",11-Nov,Y,,2.5,9/27/16,CCR
PI1064509,P,SFR/D,3176,Violet ST   #15106,SLO,SLO,,"$715,846 ",$409.52 ,"4/3,0,0,0",1748/S,0,"0.208/9,071",20/20,Y,,14316.000*,4/13/16,CCR
SP1071605,P,SFR/D,433,Junipero WY  ,SLO,SLO,,"$719,000 ",$365.90 ,"3/3,0,0,0",1965/SEE,2016,"0.1148/5,000",37/37,Y,,2*,11/14/16,CCR
SP1069975,P,SFR/D,3,La Entrada AV  ,SLO,SLO,,"$739,000 ",$329.32 ,"4/2,1,0,0",2244/A,1940,"0.1687/7,349",75/75,Y,,3,11/4/16,CCR
SP1071432,P,SFR/D,1443,Iris   ,SLO,SLO,,"$739,000 ",$595.97 ,"2/1,0,0,0",1240/A,1937,"0.1722/7,501",32/32,Y,,2.5,11/13/16,CCR
SP1072030,P,SFR/A,661,Funston ST  ,SLO,SLO,,"$740,000 ",$419.98 ,"4/1,2,0,0",1762/AP,0,"0.1998/8,703",9-Sep,N,,2.5,10/23/16,CCR
PI1064513,P,SFR/D,3217,Violet ST   #15111,SLO,SLO,,"$764,227 ",$325.76 ,"4/2,0,1,0",2346/S,0,"0.14/6,077",12-Dec,Y,,15284.000*,3/24/16,CCR
SP1072658,P,SFR/D,1363,Oakwood CT  ,SLO,SLO,,"$769,000 ",$466.63 ,"4/1,2,0,0",1648/S,1959,"0.2833/12,341",4-Apr,Y,,2,11/11/16,CCR
SC1070063,P,SFR/D,543,Bluerock DR  ,SLO,SLO,,"$779,000 ",$368.32 ,"4/3,0,0,0",2115/A,1989,"0.1033/4,500",48/48,Y,,2.5,10/2/16,CCR
SP1072099,P,SFR/D,551,Stoneridge DR  ,SLO,SLO,,"$779,000 ",$330.79 ,"3/2,0,1,0",2355/A,1988,"0.1033/4,500",10-Oct,Y,,2.5,10/26/16,CCR
SP1071398,P,SFR/D,1001,Goldenrod LN  ,SLO,SLO,,"$799,000 ",$367.69 ,"3/2,0,0,0",2173/A,1998,"0.1516/6,604",1-Jan,Y,,2.5,9/23/16,CCR
PI1064511,P,SFR/D,3184,Violet ST   #15105,SLO,SLO,,"$816,977 ",$320.89 ,"5/3,0,0,0",2546/S,0,"0.181/7,865",10-Oct,Y,,16339.000*,3/22/16,CCR
SP1070629,P,SFR/D,1334,Garden   ,SLO,SLO,,"$819,000 ",$630.00 ,"3/1,1,0,0",1300/S,1920,"0.0964/4,199",14/175,Y,,2,9/11/16,CCR
SP1071947,P,SFR/D,1612,Huckleberry LN  ,SLO,SLO,,"$895,000 ",$403.52 ,"4/2,0,0,0",2218/A,2003,"0.2425/10,563",4-Apr,Y,,2.5,10/14/16,CCR
SP1072072,P,SFR/D,547,Dana ST  ,SLO,SLO,,"$899,000 ",$702.34 ,"3/2,0,0,0",1280/A,1927,"0.1618/7,048",8-Aug,Y,,2.5,10/25/16,CCR
SP1072524,P,SFR/D,554,Al-hil DR  ,SLO,SLO,,"$989,000 ",$304.03 ,"4/2,0,1,0",3253/A,1961,"0.2567/11,182",13/13,Y,,2,11/17/16,CCR
SP1072062,P,SFR/D,4650,Davenport Creek RD  ,SLO,SLO,,"$999,000 ",$810.22 ,"3/2,0,0,0",1233/AP,1981,"8.7991/383,289",9-Sep,Y,,2.5,10/22/16,CCR
PI1072841,P,SFR/D,2699,Meadow ST  ,SLO,SLO,,"$1,099,000 ",$401.68 ,"3/2,0,1,0",2736/A,2001,"0.3788/16,501",May-42,Y,,2.5,11/15/16,CCR
PI1068229,P,SFR/D,5838,Pebble Beach   ,SLO,SLO,,"$1,275,000 ",$439.66 ,"4/3,0,1,0",2900/AP,1988,"0.22/9,583",131/131,Y,,2.5,11/1/16,CCR
SP1065022,P,SFR/A,2078,Fixlini    #Lot 7,SLO,SLO,,"$1,285,000 ",$422.42 ,"3/2,0,1,0",3042/B,2016,"0.138/6,000",10-Oct,Y,,2.5,4/6/16,CCR
SP1071301,P,SFR/D,5145,Caballeros AV  ,SLO,SLO,,"$1,295,000 ",$461.84 ,"4/3,0,0,0",2804/A,1963,"1.02/44,431",32/32,Y,,2.5,10/27/16,CCR
SP1058955,P,SFR/D,2460,Carpenter Canyon RD  ,SLO,SLO,,"$1,299,000 ",$481.11 ,"6/3,0,0,0",2700/A,1940,"50.1/2,182,356",317/317,Y,,2.5,9/15/16,CCR
PI1069424,P,SFR/D,395,Crestmont DR  ,SLO,SLO,,"$1,350,000 ",$329.27 ,"5/5,0,0,0",4100/SEE,1973,"1.75/76,230",85/85,Y,,2.25,10/17/16,CCR
SC1060929,P,SFR/D,1443,Osos ST  ,SLO,SLO,,"$1,795,000 ",$529.03 ,"4/2,0,1,0",3393/A,1930,"0.253/10,999",246/246,Y,,2.5,7/12/16,CCR
PI1061785,P,SFR/D,1130,Marsh ST  ,SLO,SLO,,"$1,899,000 ",$579.67 ,"3/3,0,2,0",3276/S,0,"0.051/2,200",320/320,Y,,2,4/13/16,CCR
PI1061768,P,SFR/D,1126,Marsh ST  ,SLO,SLO,,"$1,950,000 ",$602.60 ,"3/3,0,2,0",3236/S,0,"0.053/2,328",329/329,Y,,2,4/22/16,CCR
PI1066057,P,SFR/D,1138,Marsh ST  ,SLO,SLO,,"$1,997,600 ",$609.77 ,"3/3,0,2,0",3276/S,0,"0.051/2,200",115/115,Y,,2,8/13/16,CCR
SP1072257,P,SFR/D,114,Brookline CT  ,TTON,TTON,,"$469,000 ",$255.86 ,"3/2,0,0,0",1833/AP,2014,"0.1514/6,595",9-Sep,Y,,2.5,10/28/16,CCR
PR1069612,P,SFR/D,24,Deer View LN  ,TTON,TTON,,"$588,000 ",$338.71 ,"3/2,0,0,0",1736/A,1978,"5/217,800",69/69,Y,,2.5,10/6/16,CCR
PR1070195,P,SFR/D,520,Dolores   ,TTON,TTON,,"$659,000 ",$345.03 ,"3/2,0,0,0",1910/A,1999,"1.01/43,996",88/88,Y,,2.5,11/10/16,CCR
PR1064031,P,SFR/D,1566,Granache   ,TTON,TTON,,"$729,000 ",$364.68 ,"3/2,0,0,0",1999/A,2004,"0.4408/19,201",247/247,Y,,2.5,11/3/16,CCR
AT1043574,P,SFR/D,7185,Old Adobe WY  ,TTON,TTON,,"$859,000 ",$123.69 ,"11/8,0,1,0",6945/A,1985,"37.11/1,616,512",264/303,Y,,2.5,11/24/14,CCR
SC1061525,P,SFR/D,1275,Fire Rock LP  ,TTON,TTON,,"$1,099,000 ",$276.48 ,"4/3,1,1,0",3975/B,0,"1.54/67,082",0/404,Y,,2,12/4/15,CCR
PR1055125,P,SFR/D,3255,Cloudy Meadow   ,TTON,TTON,,"$1,449,000 ",$338.31 ,"4/3,0,1,0",4283/A,1991,"54.95/2,393,622",509/509,Y,,3,10/5/16,CCR
PI1071848,S,SFR/D,661,La Vista CT  ,ARRG,ARRG,,"$399,000 ",$397.01 ,"3/1,0,0,0",1005/A,1959,"0.1446/6,299",6-Jun,Y,,2.5,11/10/16,CCR
PI1070618,S,SFR/A,542,Bakeman LN  ,ARRG,ARRG,,"$435,000 ",$302.29 ,"3/2,0,0,0",1439/A,1983,"0.0735/3,202",8-Aug,Y,,2.5,11/16/16,CCR
PI1067483,S,SFR/D,459,Coach RD  ,ARRG,ARRG,,"$475,000 ",$322.69 ,"3/2,0,0,0",1472/S,1970,"0.1377/6,000",117/117,Y,,3*,11/16/16,CCR
PI1070039,S,SFR/D,1178,Brittany AV  ,ARRG,ARRG,,"$495,000 ",$325.87 ,"3/2,0,1,0",1519/SEE,1999,"0.08/3,498",46/46,Y,,2.5,11/18/16,CCR
SP1070648,S,SFR/A,539,Diana PL  ,ARRG,ARRG,,"$510,000 ",$324.43 ,"3/2,0,0,0",1572/SEE,1977,0,12-Dec,Y,,2.5,11/4/16,CCR
PI1071835,S,SFR/D,579,Victorian CT  ,ARRG,ARRG,,"$549,000 ",$321.99 ,"3/2,0,1,0",1705/A,1996,"0.0806/3,511",13/13,Y,,3,11/7/16,CCR
PI1070468,S,SFR/D,2726,Brisa Blanda DR  ,ARRG,ARRG,,"$580,000 ",$336.23 ,"3/2,0,0,0",1725/SEE,1974,"0.1676/7,301",55/55,Y,,2.5,11/8/16,CCR
PI1071051,S,SFR/D,409,Pecan ST  ,ARRG,ARRG,,"$585,000 ",$417.86 ,"3/1,1,0,0",1400/SEE,0,"0.223/9,714",38/38,Y,,2.25,11/18/16,CCR
SP1070920,S,SFR/D,240 W,Branch ST  ,ARRG,ARRG,,"$647,500 ",$317.87 ,"4/2,0,1,0",2037/SEE,1991,"0.1435/6,251",22/22,Y,,2.5,11/18/16,CCR
PI1069936,S,SFR/D,151,Avenida De Diamante   ,ARRG,ARRG,,"$940,000 ",$378.73 ,"3/2,1,0,0",2482/SEE,0,"0.4029/17,550",99/99,Y,,2.5,11/15/16,CCR
PI1067756,S,SFR/D,2841,Mesa Alta LN  ,ARRG,ARRG,,"$975,000 ",$487.50 ,"2/1,1,0,0",2000/S,1984,"0.582/25,352",93/93,Y,,2.5,11/9/16,CCR
SP1062675,S,SFR/D,325,Mission Springs RD   #9,ARRG,ARRG,,"$1,080,000 ",$346.71 ,"4/2,1,1,0",3115/SEE,0,"1.07/46,609",227/227,Y,,2.000*,11/10/16,CCR
SP1072155,S,SFR/A,2230,Valley Oaks LN  ,ARRG,ARRG,,"$2,200,000 ",$389.11 ,"4/1,4,2,0",5654/A,2007,"4.71/205,168",18/18,Y,Y,2.5,11/15/16,CCR
PI1071309,S,SFR/D,4305,Valdez   ,ATSC,ATSC,,"$390,000 ",$282.61 ,"3/2,0,0,0",1380/A,1998,"0.1511/6,582",7-Jul,N,,2.5,11/10/16,CCR
SP1070927,S,SFR/D,7305,Cristobal AV  ,ATSC,ATSC,,"$390,500 ",$328.15 ,"2/1,0,1,0",1190/A,1918,"0.2829/12,323",13/13,Y,,3,11/10/16,CCR
SC1070083,S,SFR/D,13905,Santa Ana RD  ,ATSC,ATSC,,"$594,000 ",$315.79 ,"3/2,0,0,0",1881/A,1993,"6.86/298,822",42/42,Y,,2.25,11/18/16,CCR
PR1068854,S,SFR/D,12440,San Marcos RD   #73,ATSC,ATSC,,"$629,000 ",$267.89 ,"4/2,1,0,0",2348/S,0,"2.07/90,169",131/131,Y,,2.5,11/16/16,CCR
PR1066372,S,SFR/D,10180,San Marcos RD  ,ATSC,ATSC,,"$869,000 ",$248.36 ,"4/2,0,1,0",3499/A,1990,"3/130,680",166/166,Y,,2.5,11/2/16,CCR
SP1065229,S,SFR/D,9235,North Forty RD  ,ATSC,ATSC,,"$1,485,000 ",$371.25 ,"5/3,0,1,0",4000/S,2006,"4.48/195,149",68/68,Y,,2.5,11/2/16,CCR
SP1069811,S,SFR/D,6212,Kestrel   ,AVIL,AVIL,,"$780,000 ",$370.19 ,"3/2,0,2,0",2107/A,1999,"0.102/4,443",92/92,Y,,2.5,11/5/16,CCR
SP1065723,S,SFR/D,2815,Loganberry   ,AVIL,AVIL,,"$1,039,000 ",$478.36 ,"3/2,0,1,0",2172/A,2005,"0.17/7,414",175/175,Y,,2.5,11/18/16,CCR
SC1068996,S,SFR/D,460,Jamaica ST  ,MRBY,MRBY,,"$375,000 ",$501.34 ,"2/1,0,0,0",748/A,0,"0.0551/2,400",52/52,Y,,3,11/8/16,CCR
SC1071640,S,SFR/D,2916,Birch AV  ,MRBY,MRBY,,"$429,000 ",$685.30 ,"2/1,0,0,0",626/SEE,0,"0.0956/4,164",3-Mar,Y,,2.5,11/10/16,CCR
SC1069927,S,SFR/A,449,Rennell ST  ,MRBY,MRBY,PRO,"$437,000 ",$356.44 ,"2/2,0,0,0",1226/A,1978,"0.0551/2,400",24/24,Y,,3,11/11/16,CCR
SC1070317,S,SFR/D,2900,Ironwood AV  ,MRBY,MRBY,,"$675,000 ",$425.87 ,"3/1,1,0,0",1585/SEE,1967,"0.1423/6,199",49/49,Y,,2.5,11/18/16,CCR
SC1071870,S,SFR/D,2575,Elm   ,MRBY,MRBY,,"$679,849 ",$391.39 ,"3/2,0,1,0",1737/A,1997,"0.0907/3,951",10-Oct,Y,,3,11/15/16,CCR
SP1070952,S,SFR/D,431,Panay ST  ,MRBY,MRBY,,"$749,000 ",$333.78 ,"4/4,0,0,0",2244/S,2005,"0.0551/2,400",8-Aug,Y,,2.5,11/2/16,CCR
SC1071715,S,SFR/D,430,Arcadia AV  ,MRBY,MRBY,,"$869,500 ",$457.63 ,"3/2,0,1,0",1900/S,1987,"0.1148/5,001",25/25,Y,,2,11/15/16,CCR
SC1066835,S,SFR/D,2295,Juniper AV  ,MRBY,MRBY,,"$960,000 ",$433.21 ,"3/1,1,1,0",2216/B,2016,"0.09/3,920",132/132,Y,,2.5,11/18/16,CCR
SC1067249,S,SFR/D,205,Bradley AV  ,MRBY,MRBY,,"$1,330,000 ",$336.62 ,"5/3,0,0,0",3951/AP,1963,"0.38/16,540",127/127,Y,,2.5,11/8/16,CCR
SC1069857,S,SFR/D,180,Kern AV  ,MRBY,MRBY,,"$1,400,000 ",$424.24 ,"4/2,1,1,0",3300/A,1980,"0.3214/14,000",44/44,Y,,2.5,11/8/16,CCR
